AssociationCount	SEMMEDDBSubject	SEMMEDBSubjectName	SEMMEDDBPredicate	SEMMEDDBObject	SEMMEDDBObjectName	BiolinkSubject	BiolinkPredicate	BiolinkObject	ComponentMissing	ValidEdge?
4077	orch	Organic Chemical	AFFECTS	moft	Molecular Function	biolink:SmallMolecule	biolink:affects	biolink:MolecularActivity	None	True
4075	resa	Research Activity	MEASURES	mobd	Mental or Behavioral Dysfunction	biolink:Activity	biolink:quantifier_qualifier	biolink:Disease	None	False
4075	dsyn	Disease or Syndrome	NEG_PROCESS_OF	bact	Bacterium	biolink:Disease			NEG_PROCESS_OF	False
4073	sosy	Sign or Symptom	PREDISPOSES	mobd	Mental or Behavioral Dysfunction	biolink:PhenotypicFeature	biolink:predisposes	biolink:Disease	None	True
4070	inpo	Injury or Poisoning	OCCURS_IN	popg	Population Group	biolink:PathologicalProcess	biolink:occurs_in	biolink:PopulationOfIndividualOrganisms	None	True
4066	cell	Cell	LOCATION_OF	emod	Experimental Model of Disease	biolink:Cell	biolink:location_of	biolink:BiologicalEntity	None	True
4065	phsu	Pharmacologic Substance	AFFECTS	inpo	Injury or Poisoning	biolink:Drug	biolink:affects	biolink:PathologicalProcess	None	True
4063	aapp	Amino Acid, Peptide, or Protein	CAUSES	anab	Anatomical Abnormality	biolink:Polypeptide	biolink:causes	biolink:Disease	None	True
4063	celf	Cell Function	COEXISTS_WITH	phsf	Physiologic Function	biolink:PhysiologicalProcess	biolink:coexists_with	biolink:PhysiologicalProcess	None	True
4057	elii	Element, Ion, or Isotope	AUGMENTS	npop	Natural Phenomenon or Process	biolink:SmallMolecule		biolink:Phenomenon	AUGMENTS	False
4057	patf	Pathologic Function	PROCESS_OF	bird	Bird	biolink:PathologicalProcess	biolink:occurs_in		bird	False
4055	lipd	unmappped	ISA	carb	unmappped		biolink:subclass_of		carb	False
4052	orgf	Organism Function	NEG_PROCESS_OF	mamm	Mammal	biolink:PhysiologicalProcess			NEG_PROCESS_OF	False
4048	celf	Cell Function	AFFECTS	comd	Cell or Molecular Dysfunction	biolink:PhysiologicalProcess	biolink:affects	biolink:Disease	None	True
4033	imft	Immunologic Factor	ASSOCIATED_WITH	patf	Pathologic Function	biolink:BiologicalEntity	biolink:related_to	biolink:PathologicalProcess	None	True
4027	enzy	Enzyme	ADMINISTERED_TO	mamm	Mammal	biolink:Protein	biolink:affects		mamm	False
4027	diap	Diagnostic Procedure	METHOD_OF	bmod	Biomedical Occupation or Discipline	biolink:Procedure			METHOD_OF	False
4025	antb	Antibiotic	DISRUPTS	orgf	Organism Function	biolink:Drug	biolink:disrupts	biolink:PhysiologicalProcess	None	True
4021	topp	Therapeutic or Preventive Procedure	NEG_AFFECTS	ortf	Organ or Tissue Function	biolink:Procedure		biolink:PhysiologicalProcess	NEG_AFFECTS	False
4019	resa	Research Activity	MEASURES	ortf	Organ or Tissue Function	biolink:Activity	biolink:quantifier_qualifier	biolink:PhysiologicalProcess	None	False
4013	phsu	Pharmacologic Substance	DISRUPTS	dsyn	Disease or Syndrome	biolink:Drug	biolink:disrupts	biolink:Disease	None	True
4007	nsba	unmappped	AFFECTS	ortf	Organ or Tissue Function		biolink:affects	biolink:PhysiologicalProcess	nsba	False
4007	medd	Medical Device	PREVENTS	inpo	Injury or Poisoning	biolink:Device	biolink:prevents	biolink:PathologicalProcess	None	True
4005	antb	Antibiotic	NEG_TREATS	bact	Bacterium	biolink:Drug			NEG_TREATS	False
4003	carb	unmappped	INTERACTS_WITH	carb	unmappped		biolink:interacts_with		carb	False
4001	gngm	Gene or Genome	INTERACTS_WITH	imft	Immunologic Factor	biolink:GenomicEntity	biolink:interacts_with	biolink:BiologicalEntity	None	True
4001	antb	Antibiotic	compared_with	orch	Organic Chemical	biolink:Drug	biolink:related_to	biolink:SmallMolecule	None	True
4001	orch	Organic Chemical	compared_with	gngm	Gene or Genome	biolink:SmallMolecule	biolink:related_to	biolink:GenomicEntity	None	True
3999	mbrt	Molecular Biology Research Technique	METHOD_OF	diap	Diagnostic Procedure	biolink:Procedure		biolink:Procedure	METHOD_OF	False
3996	enzy	Enzyme	DISRUPTS	genf	Genetic Function	biolink:Protein	biolink:disrupts		genf	False
3994	gngm	Gene or Genome	PART_OF	rept	Reptile	biolink:GenomicEntity	biolink:part_of		rept	False
3992	invt	unmappped	ISA	anim	Animal		biolink:subclass_of		anim	False
3985	mamm	Mammal	LOCATION_OF	bacs	Biologically Active Substance		biolink:location_of	biolink:SmallMolecule	mamm	False
3984	bact	Bacterium	LOCATION_OF	nusq	Nucleotide Sequence		biolink:location_of	biolink:NucleicAcidEntity	bact	False
3983	topp	Therapeutic or Preventive Procedure	NEG_TREATS	aggp	Age Group	biolink:Procedure		biolink:Cohort	NEG_TREATS	False
3972	hlca	Health Care Activity	NEG_TREATS	dsyn	Disease or Syndrome	biolink:Activity		biolink:Disease	NEG_TREATS	False
3971	carb	unmappped	ISA	bacs	Biologically Active Substance		biolink:subclass_of	biolink:SmallMolecule	carb	False
3971	neop	Neoplastic Process	NEG_PROCESS_OF	mamm	Mammal	biolink:Disease			NEG_PROCESS_OF	False
3966	imft	Immunologic Factor	compared_with	imft	Immunologic Factor	biolink:BiologicalEntity	biolink:related_to	biolink:BiologicalEntity	None	True
3959	orch	Organic Chemical	NEG_INTERACTS_WITH	bacs	Biologically Active Substance	biolink:SmallMolecule		biolink:SmallMolecule	NEG_INTERACTS_WITH	False
3958	carb	unmappped	INTERACTS_WITH	orch	Organic Chemical		biolink:interacts_with	biolink:SmallMolecule	carb	False
3951	bodm	Biomedical or Dental Material	INTERACTS_WITH	bacs	Biologically Active Substance	biolink:Device	biolink:interacts_with	biolink:SmallMolecule	None	True
3951	fndg	Finding	PROCESS_OF	podg	Patient or Disabled Group	biolink:DiseaseOrPhenotypicFeature	biolink:occurs_in	biolink:Cohort	None	True
3949	aapp	Amino Acid, Peptide, or Protein	INTERACTS_WITH	rcpt	Receptor	biolink:Polypeptide	biolink:interacts_with	biolink:Protein	None	True
3947	bdsu	Body Substance	CAUSES	patf	Pathologic Function		biolink:causes	biolink:PathologicalProcess	bdsu	False
3947	orgf	Organism Function	PRECEDES	ortf	Organ or Tissue Function	biolink:PhysiologicalProcess	biolink:precedes	biolink:PhysiologicalProcess	None	True
3946	elii	Element, Ion, or Isotope	ISA	chvs	Chemical Viewed Structurally	biolink:SmallMolecule	biolink:subclass_of		chvs	False
3944	aapp	Amino Acid, Peptide, or Protein	NEG_AFFECTS	cell	Cell	biolink:Polypeptide		biolink:Cell	NEG_AFFECTS	False
3943	orch	Organic Chemical	STIMULATES	elii	Element, Ion, or Isotope	biolink:SmallMolecule		biolink:SmallMolecule	STIMULATES	False
3932	diap	Diagnostic Procedure	AFFECTS	ortf	Organ or Tissue Function	biolink:Procedure	biolink:affects	biolink:PhysiologicalProcess	None	True
3931	gngm	Gene or Genome	DISRUPTS	celc	Cell Component	biolink:GenomicEntity	biolink:disrupts	biolink:CellularComponent	None	True
3931	topp	Therapeutic or Preventive Procedure	PREDISPOSES	sosy	Sign or Symptom	biolink:Procedure	biolink:predisposes	biolink:PhenotypicFeature	None	True
3930	comd	Cell or Molecular Dysfunction	AFFECTS	orgf	Organism Function	biolink:Disease	biolink:affects	biolink:PhysiologicalProcess	None	True
3920	anab	Anatomical Abnormality	PART_OF	mamm	Mammal	biolink:Disease	biolink:part_of		mamm	False
3917	genf	Genetic Function	AFFECTS	npop	Natural Phenomenon or Process		biolink:affects	biolink:Phenomenon	genf	False
3915	gngm	Gene or Genome	ISA	aapp	Amino Acid, Peptide, or Protein	biolink:GenomicEntity	biolink:subclass_of	biolink:Polypeptide	None	False
3912	nnon	Nucleic Acid, Nucleoside, or Nucleotide	INTERACTS_WITH	orch	Organic Chemical	biolink:NucleicAcidEntity	biolink:interacts_with	biolink:SmallMolecule	None	True
3910	phsu	Pharmacologic Substance	INTERACTS_WITH	hops	Hazardous or Poisonous Substance	biolink:Drug	biolink:interacts_with	biolink:SmallMolecule	None	True
3907	carb	unmappped	COEXISTS_WITH	orch	Organic Chemical		biolink:coexists_with	biolink:SmallMolecule	carb	False
3905	lipd	unmappped	ADMINISTERED_TO	humn	Human		biolink:affects		humn	False
3899	dsyn	Disease or Syndrome	OCCURS_IN	prog	Professional or Occupational Group	biolink:Disease	biolink:occurs_in	biolink:Cohort	None	True
3899	hops	Hazardous or Poisonous Substance	STIMULATES	orch	Organic Chemical	biolink:SmallMolecule		biolink:SmallMolecule	STIMULATES	False
3898	imft	Immunologic Factor	ISA	phsu	Pharmacologic Substance	biolink:BiologicalEntity	biolink:subclass_of	biolink:Drug	None	False
3897	phsu	Pharmacologic Substance	INHIBITS	phsu	Pharmacologic Substance	biolink:Drug		biolink:Drug	INHIBITS	False
3897	cell	Cell	PART_OF	vtbt	Vertebrate	biolink:Cell	biolink:part_of		vtbt	False
3896	horm	Hormone	STIMULATES	bacs	Biologically Active Substance	biolink:SmallMolecule		biolink:SmallMolecule	STIMULATES	False
3893	antb	Antibiotic	DISRUPTS	celf	Cell Function	biolink:Drug	biolink:disrupts	biolink:PhysiologicalProcess	None	True
3892	gngm	Gene or Genome	STIMULATES	phsu	Pharmacologic Substance	biolink:GenomicEntity		biolink:Drug	STIMULATES	False
3889	dsyn	Disease or Syndrome	PRECEDES	neop	Neoplastic Process	biolink:Disease	biolink:precedes	biolink:Disease	None	False
3882	nsba	unmappped	ISA	topp	Therapeutic or Preventive Procedure		biolink:subclass_of	biolink:Procedure	nsba	False
3876	resa	Research Activity	MEASURES	bdsu	Body Substance	biolink:Activity	biolink:quantifier_qualifier		bdsu	False
3871	elii	Element, Ion, or Isotope	CAUSES	comd	Cell or Molecular Dysfunction	biolink:SmallMolecule	biolink:causes	biolink:Disease	None	True
3871	plnt	Plant	LOCATION_OF	bacs	Biologically Active Substance		biolink:location_of	biolink:SmallMolecule	plnt	False
3871	aapp	Amino Acid, Peptide, or Protein	NEG_AFFECTS	ortf	Organ or Tissue Function	biolink:Polypeptide		biolink:PhysiologicalProcess	NEG_AFFECTS	False
3868	elii	Element, Ion, or Isotope	CAUSES	patf	Pathologic Function	biolink:SmallMolecule	biolink:causes	biolink:PathologicalProcess	None	True
3866	hops	Hazardous or Poisonous Substance	AFFECTS	dsyn	Disease or Syndrome	biolink:SmallMolecule	biolink:affects	biolink:Disease	None	True
3866	nsba	unmappped	ASSOCIATED_WITH	mobd	Mental or Behavioral Dysfunction		biolink:related_to	biolink:Disease	nsba	False
3864	celc	Cell Component	AFFECTS	phsf	Physiologic Function	biolink:CellularComponent	biolink:affects	biolink:PhysiologicalProcess	None	True
3853	topp	Therapeutic or Preventive Procedure	NEG_PREVENTS	dsyn	Disease or Syndrome	biolink:Procedure		biolink:Disease	NEG_PREVENTS	False
3853	orch	Organic Chemical	STIMULATES	hops	Hazardous or Poisonous Substance	biolink:SmallMolecule		biolink:SmallMolecule	STIMULATES	False
3850	comd	Cell or Molecular Dysfunction	AFFECTS	neop	Neoplastic Process	biolink:Disease	biolink:affects	biolink:Disease	None	True
3843	famg	Family Group	INTERACTS_WITH	famg	Family Group	biolink:Cohort	biolink:interacts_with	biolink:Cohort	None	True
3834	gngm	Gene or Genome	NEG_AFFECTS	celf	Cell Function	biolink:GenomicEntity		biolink:PhysiologicalProcess	NEG_AFFECTS	False
3832	inch	Inorganic Chemical	AFFECTS	cell	Cell	biolink:SmallMolecule	biolink:affects	biolink:Cell	None	True
3828	antb	Antibiotic	higher_than	antb	Antibiotic	biolink:Drug	biolink:related_to	biolink:Drug	None	True
3817	hops	Hazardous or Poisonous Substance	DISRUPTS	orgf	Organism Function	biolink:SmallMolecule	biolink:disrupts	biolink:PhysiologicalProcess	None	True
3813	resd	Research Device	CAUSES	dsyn	Disease or Syndrome	biolink:Device	biolink:causes	biolink:Disease	None	True
3812	aapp	Amino Acid, Peptide, or Protein	AUGMENTS	inpo	Injury or Poisoning	biolink:Polypeptide		biolink:PathologicalProcess	AUGMENTS	False
3802	bodm	Biomedical or Dental Material	AFFECTS	npop	Natural Phenomenon or Process	biolink:Device	biolink:affects	biolink:Phenomenon	None	True
3794	bacs	Biologically Active Substance	DISRUPTS	bpoc	Body Part, Organ, or Organ Component	biolink:SmallMolecule	biolink:disrupts	biolink:GrossAnatomicalStructure	None	True
3794	aapp	Amino Acid, Peptide, or Protein	INHIBITS	elii	Element, Ion, or Isotope	biolink:Polypeptide		biolink:SmallMolecule	INHIBITS	False
3792	orch	Organic Chemical	lower_than	orch	Organic Chemical	biolink:SmallMolecule	biolink:related_to	biolink:SmallMolecule	None	True
3791	aapp	Amino Acid, Peptide, or Protein	NEG_ISA	aapp	Amino Acid, Peptide, or Protein	biolink:Polypeptide		biolink:Polypeptide	NEG_ISA	False
3791	celc	Cell Component	PART_OF	alga	unmappped	biolink:CellularComponent	biolink:part_of		alga	False
3790	hops	Hazardous or Poisonous Substance	DISRUPTS	celf	Cell Function	biolink:SmallMolecule	biolink:disrupts	biolink:PhysiologicalProcess	None	True
3790	lipd	unmappped	INTERACTS_WITH	orch	Organic Chemical		biolink:interacts_with	biolink:SmallMolecule	lipd	False
3787	gngm	Gene or Genome	INTERACTS_WITH	carb	unmappped	biolink:GenomicEntity	biolink:interacts_with		carb	False
3783	bacs	Biologically Active Substance	STIMULATES	inch	Inorganic Chemical	biolink:SmallMolecule		biolink:SmallMolecule	STIMULATES	False
3782	diap	Diagnostic Procedure	TREATS	humn	Human	biolink:Procedure	biolink:treats		humn	False
3781	aapp	Amino Acid, Peptide, or Protein	PRODUCES	bacs	Biologically Active Substance	biolink:Polypeptide	biolink:produces	biolink:SmallMolecule	None	True
3779	phsu	Pharmacologic Substance	AUGMENTS	phsf	Physiologic Function	biolink:Drug		biolink:PhysiologicalProcess	AUGMENTS	False
3775	bodm	Biomedical or Dental Material	compared_with	bodm	Biomedical or Dental Material	biolink:Device	biolink:related_to	biolink:Device	None	True
3775	topp	Therapeutic or Preventive Procedure	compared_with	bacs	Biologically Active Substance	biolink:Procedure	biolink:related_to	biolink:SmallMolecule	None	True
3774	phsu	Pharmacologic Substance	NEG_TREATS	sosy	Sign or Symptom	biolink:Drug		biolink:PhenotypicFeature	NEG_TREATS	False
3770	anim	Animal	LOCATION_OF	strd	unmappped		biolink:location_of		strd	False
3767	phsu	Pharmacologic Substance	CAUSES	mobd	Mental or Behavioral Dysfunction	biolink:Drug	biolink:causes	biolink:Disease	None	True
3765	nusq	Nucleotide Sequence	LOCATION_OF	neop	Neoplastic Process	biolink:NucleicAcidEntity	biolink:location_of	biolink:Disease	None	True
3762	neop	Neoplastic Process	COEXISTS_WITH	comd	Cell or Molecular Dysfunction	biolink:Disease	biolink:coexists_with	biolink:Disease	None	True
3759	medd	Medical Device	CAUSES	inpo	Injury or Poisoning	biolink:Device	biolink:causes	biolink:PathologicalProcess	None	True
3759	tisu	Tissue	PRODUCES	bacs	Biologically Active Substance	biolink:GrossAnatomicalStructure	biolink:produces	biolink:SmallMolecule	None	True
3758	socb	Social Behavior	ISA	evnt	Event	biolink:Behavior	biolink:subclass_of	biolink:Event	None	False
3756	sbst	Substance	AFFECTS	moft	Molecular Function		biolink:affects	biolink:MolecularActivity	sbst	False
3755	bodm	Biomedical or Dental Material	CAUSES	dsyn	Disease or Syndrome	biolink:Device	biolink:causes	biolink:Disease	None	True
3755	bacs	Biologically Active Substance	NEG_INTERACTS_WITH	bacs	Biologically Active Substance	biolink:SmallMolecule		biolink:SmallMolecule	NEG_INTERACTS_WITH	False
3750	horm	Hormone	AFFECTS	phsf	Physiologic Function	biolink:SmallMolecule	biolink:affects	biolink:PhysiologicalProcess	None	True
3746	topp	Therapeutic or Preventive Procedure	NEG_AFFECTS	celf	Cell Function	biolink:Procedure		biolink:PhysiologicalProcess	NEG_AFFECTS	False
3741	bacs	Biologically Active Substance	COEXISTS_WITH	nusq	Nucleotide Sequence	biolink:SmallMolecule	biolink:coexists_with	biolink:NucleicAcidEntity	None	True
3741	orch	Organic Chemical	NEG_AFFECTS	ortf	Organ or Tissue Function	biolink:SmallMolecule		biolink:PhysiologicalProcess	NEG_AFFECTS	False
3732	menp	Mental Process	PROCESS_OF	euka	Eukaryote	biolink:Behavior	biolink:occurs_in		euka	False
3729	chvf	Chemical Viewed Functionally	CAUSES	patf	Pathologic Function		biolink:causes	biolink:PathologicalProcess	chvf	False
3720	bpoc	Body Part, Organ, or Organ Component	NEG_LOCATION_OF	cgab	Congenital Abnormality	biolink:GrossAnatomicalStructure		biolink:Disease	NEG_LOCATION_OF	False
3713	aapp	Amino Acid, Peptide, or Protein	AUGMENTS	acab	Acquired Abnormality	biolink:Polypeptide		biolink:Disease	AUGMENTS	False
3711	lbpr	Laboratory Procedure	NEG_DIAGNOSES	dsyn	Disease or Syndrome	biolink:Procedure		biolink:Disease	NEG_DIAGNOSES	False
3710	edac	Educational Activity	AFFECTS	orga	Organism Attribute	biolink:Activity	biolink:affects	biolink:OrganismAttribute	None	True
3706	bpoc	Body Part, Organ, or Organ Component	NEG_PART_OF	bpoc	Body Part, Organ, or Organ Component	biolink:GrossAnatomicalStructure		biolink:GrossAnatomicalStructure	NEG_PART_OF	False
3703	orch	Organic Chemical	ISA	nsba	unmappped	biolink:SmallMolecule	biolink:subclass_of		nsba	False
3701	aapp	Amino Acid, Peptide, or Protein	CAUSES	fndg	Finding	biolink:Polypeptide	biolink:causes	biolink:DiseaseOrPhenotypicFeature	None	True
3700	resa	Research Activity	MEASURES	phsu	Pharmacologic Substance	biolink:Activity	biolink:quantifier_qualifier	biolink:Drug	None	False
3698	grup	Group	ISA	popg	Population Group	biolink:Agent	biolink:subclass_of	biolink:PopulationOfIndividualOrganisms	None	False
3694	phsu	Pharmacologic Substance	NEG_INTERACTS_WITH	aapp	Amino Acid, Peptide, or Protein	biolink:Drug		biolink:Polypeptide	NEG_INTERACTS_WITH	False
3692	bacs	Biologically Active Substance	INTERACTS_WITH	antb	Antibiotic	biolink:SmallMolecule	biolink:interacts_with	biolink:Drug	None	True
3688	moft	Molecular Function	ISA	moft	Molecular Function	biolink:MolecularActivity	biolink:subclass_of	biolink:MolecularActivity	None	True
3684	bodm	Biomedical or Dental Material	CAUSES	patf	Pathologic Function	biolink:Device	biolink:causes	biolink:PathologicalProcess	None	True
3679	bacs	Biologically Active Substance	STIMULATES	enzy	Enzyme	biolink:SmallMolecule		biolink:Protein	STIMULATES	False
3678	dsyn	Disease or Syndrome	AFFECTS	comd	Cell or Molecular Dysfunction	biolink:Disease	biolink:affects	biolink:Disease	None	True
3676	cell	Cell	LOCATION_OF	fngs	Fungus	biolink:Cell	biolink:location_of		fngs	False
3675	anab	Anatomical Abnormality	COEXISTS_WITH	cgab	Congenital Abnormality	biolink:Disease	biolink:coexists_with	biolink:Disease	None	True
3674	lipd	unmappped	INHIBITS	bacs	Biologically Active Substance			biolink:SmallMolecule	INHIBITS	False
3673	lipd	unmappped	ADMINISTERED_TO	cell	Cell		biolink:affects	biolink:Cell	lipd	False
3671	resa	Research Activity	MEASURES	celf	Cell Function	biolink:Activity	biolink:quantifier_qualifier	biolink:PhysiologicalProcess	None	False
3664	food	Food	ISA	sbst	Substance	biolink:Food	biolink:subclass_of		sbst	False
3661	horm	Hormone	TREATS	mobd	Mental or Behavioral Dysfunction	biolink:SmallMolecule	biolink:treats	biolink:Disease	None	True
3658	orgf	Organism Function	PROCESS_OF	vtbt	Vertebrate	biolink:PhysiologicalProcess	biolink:occurs_in		vtbt	False
3654	inch	Inorganic Chemical	INHIBITS	bacs	Biologically Active Substance	biolink:SmallMolecule		biolink:SmallMolecule	INHIBITS	False
3654	phsu	Pharmacologic Substance	higher_than	phsu	Pharmacologic Substance	biolink:Drug	biolink:related_to	biolink:Drug	None	True
3648	ortf	Organ or Tissue Function	AFFECTS	neop	Neoplastic Process	biolink:PhysiologicalProcess	biolink:affects	biolink:Disease	None	True
3646	inch	Inorganic Chemical	COEXISTS_WITH	phsu	Pharmacologic Substance	biolink:SmallMolecule	biolink:coexists_with	biolink:Drug	None	True
